"playerid","version_date","name","age","team","lg","fraa_adj","fraa","csaa_chances","csaa","csaa_sd","csaa_runs","csaa_runs_sd","epaa_chances","epaa","epaa_runs","sraa_chances","sraa","traa","traa_runs","po_chances","po_runs"
"59592","2017-10-01","Tucker Barnhart","26","CIN","NL","-.9",".7","6956","-.008",".002","-8.2","1.7","4807","-.002","2.7","60","-.122","-.001","-.004","1784","-.394"
"102593","2017-10-01","Mitch Garver","26","MIN","AL","-1.0","-1.0","324","-.018",".005","-.9",".3","237",".001","-.1","4",".010","0.000","0.000","101","-.050"
"102743","2017-10-01","Chance Sisco","22","BAL","AL","-1.1","-.7","283","-.013",".004","-.6",".2","180",".004","-.2","4",".034",".002","0.000","71","-.231"
"47690","2017-10-01","Nick Hundley","33","SFN","NL","-1.1","-.9","4637","-.002",".004","-1.1","2.7","3082","0.000","0.0","39","-.024","-.001","-.003","1214","-.597"
"46714","2017-10-01","Jarrod Saltalamacchia","32","TOR","AL","-1.1","-1.2","420","-.007",".004","-.4",".3","321",".003","-.3","9",".062",".004","0.000","0","0.000"
"66719","2017-10-01","Willson Contreras","25","CHN","NL","-1.1",".4","6228","-.003",".003","-2.8","3.0","4196","0.000",".6","76",".022",".009","0.000","1430","2.287"
"71213","2017-10-01","Jacob Stallings","27","PIT","NL","-1.1","-.1","287","-.005",".004","-.2",".2","216","-.003",".2","4",".010","0.000","0.000","166","-1.082"
"60238","2017-10-01","Dustin Garneau","29","OAK","AL","-1.5","0.0","995","-.007",".005","-1.0",".8","629",".004","-.6","6","0.000","0.000","-.002","450","-.221"
"45449","2017-10-01","Brian McCann","33","HOU","AL","-1.7","-2.6","5917",".002",".001","1.4","1.3","4381","0.000","-.4","50",".073",".001","0.000","1466","-.238"
"57013","2017-10-01","Derek Norris","28","TBA","AL","-1.9","-2.8","3293",".002",".004","1.0","1.8","2327",".003","-1.7","36",".035",".008","0.000","848","-.417"
"60238","2017-10-01","Dustin Garneau","29","COL","NL","-2.6","-.1","1233","-.007",".005","-1.3","1.0","766",".005","-1.0","6",".003","0.000",".001","576","-.283"
"67064","2017-10-01","Brett Nicholas","28","TEX","AL","-2.7","-2.6","1038","-.013",".004","-2.1",".7","658","0.000",".1","10",".062","0.000","0.000","544","-.267"
"100767","2017-10-01","Bruce Maxwell","26","OAK","AL","-2.9","-5.0","4111","-.002",".005","-1.4","3.3","2629",".003","-2.0","51","-.013",".004","0.000","0","0.000"
"68062","2017-10-01","Jorge Alfaro","24","PHI","NL","-2.9","-2.4","1847","-.009",".003","-2.6",".9","1241","0.000",".2","14",".006","-.006","-.007","924","-.454"
"66017","2017-10-01","Tony Wolters","25","COL","NL","-3.0","-.8","4198","-.004",".004","-2.7","2.5","2805",".001","-.6","31","-.054",".001","0.000","2182","-.785"
"47155","2017-10-01","Drew Butera","33","KCA","AL","-3.0","-3.5","3288","-.008",".001","-4.2",".6","2336","-.003","2.0","31",".007","-.005","-.012","881","-.629"
"67016","2017-10-01","Bryan Holaday","29","DET","AL","-3.0","-2.9","491","-.018",".004","-1.4",".3","316",".016","-1.4","1",".018","0.000","0.000","115","-.253"
"58899","2017-10-01","Alex Avila","30","CHN","NL","-3.2",".4","1645","-.013",".002","-3.3",".6","1160",".001","-.2","14","0.000","0.000","-.053","396",".288"
"43102","2017-10-01","Geovany Soto","34","CHA","AL","-3.3","-3.3","738","-.025",".003","-2.8",".3","491",".001","-.2","9",".044",".001","0.000","194","-.095"
"100316","2017-10-01","Kevin Plawecki","26","NYN","NL","-3.3","-3.3","1727","-.012",".002","-3.2",".6","1252","-.002",".7","26",".031",".001","0.000","483","-.237"
"102771","2017-10-01","Stuart Turner","25","CIN","NL","-3.7","-3.2","1420","-.014",".003","-3.1",".7","974",".002","-.6","12",".022","-.001","-.001","706",".136"
"60002","2017-10-01","Chris Herrmann","29","ARI","NL","-3.9","-6.5","2417","-.008",".003","-3.1","1.0","1585",".001","-.3","29",".003",".004","0.000","533","-.458"
"49829","2017-10-01","Wilson Ramos","29","TBA","AL","-4.1","-3.1","3516",".003",".001","1.4",".8","2410",".006","-3.9","29",".040",".004","0.000","1682","-.827"
"47564","2017-10-01","A.J. Ellis","36","MIA","NL","-4.4","-4.3","2336","-.012",".004","-4.3","1.3","1563","0.000","0.0","13",".005","-.005","-.009","0","0.000"
"69944","2017-10-01","Kevan Smith","29","CHA","AL","-4.5","-6.2","4964",".002",".002","1.6","1.5","3201",".002","-1.6","51",".113",".005","0.000","1140","-.560"
"69158","2017-10-01","Jett Bandy","27","MIL","NL","-4.6","-3.4","3020","-.005",".003","-2.4","1.5","2042",".001","-.8","31",".037",".004","0.000","2322","-.658"
"58899","2017-10-01","Alex Avila","30","DET","AL","-4.8","-1.4","2994","-.013",".002","-5.8","1.0","1945","-.001",".7","27","-.009","-.004",".041","764",".108"
"56104","2017-10-01","Devin Mesoraco","29","CIN","NL","-4.9","-3.0","2340","-.015",".003","-5.5","1.1","1422","-.004","1.6","27",".024",".002","0.000","1196","-.588"
"56734","2017-10-01","Hector Sanchez","27","SDN","NL","-5.1","-5.7","1228","-.014",".003","-2.7",".6","783",".010","-2.1","13",".018",".002","0.000","306","-.150"
"55701","2017-10-01","Juan Centeno","27","HOU","AL","-5.7","-5.5","1087","-.025",".003","-4.2",".4","787",".004","-.9","11",".048",".007","0.000","566","-.278"
"66057","2017-10-01","Elias Diaz","26","PIT","NL","-6.2","-3.8","3047","-.011",".001","-5.1",".4","2173",".001","-.7","23","-.014",".002","0.000","1608","-.699"
"45844","2017-10-01","Francisco Cervelli","31","PIT","NL","-6.8","-5.6","4520","-.009",".002","-6.0","1.6","2999","-.001",".5","40",".035","-.003","-.008","1255","-.330"
"42127","2017-10-01","Carlos Ruiz","38","SEA","AL","-7.4","-7.7","2547","-.020",".001","-7.7",".3","1685","0.000",".2","24",".001",".003","0.000","659",".159"
"57335","2017-10-01","Salvador Perez","27","KCA","AL","-8.4","-10.2","7011","-.009",".002","-10.0","1.7","4652","-.001","1.5","65","-.002","-.002","-.009","1749",".106"
"102110","2017-10-01","Luis Torrens","21","SDN","NL","-8.6","-9.0","2391","-.016",".004","-5.8","1.6","1596",".006","-2.5","16",".004",".001","0.000","616","-.303"
"57191","2017-10-01","Jonathan Lucroy","31","COL","NL","-8.8",".6","2564","-.017",".002","-6.8",".9","1759",".004","-1.8","22","0.000",".010","-.003","695","-.342"
"68908","2017-10-01","Andrew Knapp","25","PHI","NL","-8.8","-10.2","3432","-.012",".002","-6.1","1.3","2204",".003","-1.6","37",".049",".006","0.000","817",".082"
"66068","2017-10-01","Omar Narvaez","25","CHA","AL","-9.3","-9.6","5282","-.008",".003","-6.3","2.4","3546",".001","-1.5","61",".014",".007","0.000","1299","-1.030"
"36585","2017-10-01","Ryan Hanigan","36","COL","NL","-9.9","-9.9","1968","-.035",".003","-10.5",".9","1456","-.003","1.2","12",".018","-.005","-.007","1072","-.527"
"57712","2017-10-01","Matt Wieters","31","WAS","NL","-11.0","-10.4","7224","-.010",".002","-11.2","2.6","4596","-.001","1.5","67",".016","-.003","-.016","1702","-.550"
"57191","2017-10-01","Jonathan Lucroy","31","TEX","AL","-12.2","-.7","4293","-.017",".002","-11.1","1.4","2872",".002","-1.2","39","-.026","0.000",".003","1115","-.548"
"65906","2017-10-01","Cameron Rupp","28","PHI","NL","-14.2","-11.5","5432","-.016",".002","-13.0","1.9","3704","0.000","-.2","53","-.004","-.004","-.016","1453","-1.106"
"70317","2017-10-01","James McCann","27","DET","AL","-18.6","-20.9","6529","-.013",".001","-13.2","1.3","4512",".003","-3.4","70",".017",".002","0.000","3568","-1.271"
