"playerid","version_date","name","age","team","lg","fraa_adj","fraa","csaa_chances","csaa","csaa_sd","csaa_runs","csaa_runs_sd","epaa_chances","epaa","epaa_runs","sraa_chances","sraa","traa","traa_runs","po_chances","po_runs"
"70673","2018-10-01","Tom Murphy","27","COL","NL","-.3","-.3","1203","-.002",".003","-.3",".6","826","0.000","0.0","12",".003",".004","0.000","0","0.000"
"100176","2018-10-01","Spencer Kieboom","27","WAS","NL","-.3","-.7","2635","-.003",".003","-1.4","1.3","1724","-.002","1.0","22","-.008","0.000","0.000","49","-.015"
"47910","2018-10-01","Jose Lobaton","33","NYN","NL","-.5","-.6","995","-.006",".003","-.9",".4","661","-.003",".6","13",".003","-.001","-.001","478","-.147"
"102700","2018-10-01","Jacob Nottingham","23","MIL","NL","-.5","-.5","410","-.011",".005","-.7",".3","264","-.003",".2","3",".004",".001","0.000","36","-.011"
"43258","2018-10-01","Chris Stewart","36","ARI","NL","-.6","0.0","23","-.008",".005","0.0","0.0","27","0.000","0.0","1",".034",".007","0.000","3","-.518"
"101621","2018-10-01","Jose Trevino","25","TEX","AL","-.6","-.5","126","-.011",".007","-.2",".1","60",".014","-.2","0","0.000",".002","0.000","8","-.199"
"102864","2018-10-01","Francisco Mejia","22","CLE","AL","-.7","-1.7","669","-.007",".005","-.7",".5","483",".006","-.8","4","-.005","-.002","-.001","9",".767"
"102864","2018-10-01","Francisco Mejia","22","SDN","NL","-.7","-1.7","669","-.007",".005","-.7",".5","483",".006","-.8","4","-.005","-.002","-.001","9",".767"
"56104","2018-10-01","Devin Mesoraco","30","CIN","NL","-.7","-.7","622","-.013",".002","-1.2",".2","396","-.005",".5","6","-.002",".002","0.000","161","-.049"
"70779","2018-10-01","Andrew Susac","28","BAL","AL","-.8","-.6","457","-.008",".004","-.5",".3","354","0.000","0.0","6","0.000",".002","0.000","136","-.238"
"59818","2018-10-01","Tomas Telis","27","MIA","NL","-.9",".1","71",".001",".003","0.0","0.0","59","-.008",".1","2",".006","0.000","0.000","21","-1.006"
"47155","2018-10-01","Drew Butera","34","COL","NL","-.9","-.9","336","-.014",".003","-.7",".1","249",".002","-.1","4","0.000",".008","-.014","15","-.005"
"103812","2018-10-01","Grayson Greiner","25","DET","AL","-.9","-.5","1983","-.002",".004","-.6","1.2","1312",".001","-.2","16",".002","-.002","-.003","103","-.032"
"70466","2018-10-01","Michael Marjama","28","SEA","AL","-.9","-1.3","555","-.011",".005","-.9",".4","354",".005","-.5","2",".006",".003","0.000","132",".443"
"68087","2018-10-01","Gary Sanchez","25","NYA","AL","-.9","-1.4","4742",".005",".002","3.3","1.5","3369",".005","-4.3","35","-.007",".008","0.000","526","-.161"
"58217","2018-10-01","Tim Federowicz","30","HOU","AL","-1.0","-1.1","656","-.003",".004","-.3",".4","466",".005","-.6","5",".004",".001","0.000","15","-.004"
"102064","2018-10-01","Victor Caratini","24","CHN","NL","-1.1","-.5","2259","-.003",".003","-1.0","1.1","1481","-.001",".3","30","-.003",".003","0.000","131","-.553"
"70619","2018-10-01","Carson Kelly","23","SLN","NL","-1.1","-.9","769","-.007",".003","-.8",".4","470",".002","-.3","4","-.002","0.000","0.000","100","-.031"
"69158","2018-10-01","Jett Bandy","28","MIL","NL","-1.2","-1.3","1318","-.003",".003","-.6",".5","767",".003","-.5","9","-.010","0.000","0.000","293","-.090"
"55765","2018-10-01","Tony Cruz","31","CIN","NL","-1.3","-.7","402","-.017",".002","-1.0",".1","250",".003","-.2","1","-.004",".001","0.000","98","-.030"
"52441","2018-10-01","Adam Moore","34","TBA","AL","-1.6","-1.7","339","-.026",".004","-1.4",".2","303",".003","-.2","10",".004",".006","0.000","17","-.004"
"103280","2018-10-01","Austin Wynns","27","BAL","AL","-1.8","-.5","2289","-.006",".003","-2.3","1.1","1575","-.001",".5","20","-.004","0.000","0.000","10","-.003"
"70307","2018-10-01","John Hicks","28","DET","AL","-1.9","-2.0","1378","-.004",".004","-.9",".9","869",".004","-.9","18",".011",".004","0.000","132","-.041"
"59074","2018-10-01","Carlos Perez","27","TEX","AL","-2.0","-2.0","1031","-.015",".002","-2.4",".3","693",".001","-.1","8","0.000",".003","0.000","132",".443"
"102743","2018-10-01","Chance Sisco","23","BAL","AL","-2.1","-2.8","2717","-.005",".002","-2.2","1.0","2007","-.001",".3","33",".002",".002","0.000","440","-.135"
"60649","2018-10-01","Josh Phegley","30","OAK","AL","-2.3","-1.3","1767","-.003",".005","-.9","1.2","1095",".005","-1.5","18","0.000",".004","0.000","0","0.000"
"57712","2018-10-01","Matt Wieters","32","WAS","NL","-2.3","-4.0","3922","-.006",".002","-3.7","1.4","2603","-.002","1.1","41","-.011","0.000","0.000","454","-.132"
"70477","2018-10-01","Michael Perez","25","TBA","AL","-2.5","-3.6","1288","-.018",".003","-3.5",".6","916","-.002",".5","14","-.004",".003","0.000","12",".479"
"100767","2018-10-01","Bruce Maxwell","27","OAK","AL","-2.5","-1.9","1063","-.011",".005","-1.9",".8","714",".004","-.7","17","-.011",".011","0.000","0","0.000"
"100316","2018-10-01","Kevin Plawecki","27","NYN","NL","-2.7","-2.1","4391","-.007",".002","-4.6","1.5","2795","-.003","2.0","57","0.000","-.001","-.003","114","-.035"
"70317","2018-10-01","James McCann","28","DET","AL","-2.9","-5.0","7480","-.002",".002","-2.3","2.5","4797",".001","-1.4","60","-.027","-.007","-.035","654","-.201"
"70378","2018-10-01","Curtis Casali","29","CIN","NL","-3.0","-4.0","2059","-.007",".003","-2.1","1.0","1355",".004","-1.3","23",".010",".008","0.000","21",".477"
"66057","2018-10-01","Elias Diaz","27","PIT","NL","-3.2",".6","3894","-.002",".002","-1.2","1.4","2705",".003","-2.0","33","-.004",".002","0.000","248","-.076"
"51184","2018-10-01","Jesus Sucre","30","TBA","AL","-3.8","-4.2","3439","-.009",".002","-4.9",".9","2278","-.001",".7","26","-.003","-.002","-.005","265",".402"
"55912","2018-10-01","Francisco Arcia","28","ANA","AL","-4.3","-4.6","1747","-.011",".004","-3.1","1.0","1211",".004","-1.3","14","-.004","0.000","-.001","22","-.007"
"68908","2018-10-01","Andrew Knapp","26","PHI","NL","-4.3","-5.4","2878","-.008",".003","-3.5","1.3","1993",".001","-.4","33",".013",".007","0.000","291","-.089"
"45449","2018-10-01","Brian McCann","34","HOU","AL","-4.5","-3.4","3348","-.006",".004","-3.0","1.9","2281",".002","-1.4","27","-.006",".001","0.000","627","-.212"
"58842","2018-10-01","Caleb Joseph","32","BAL","AL","-5.0","-4.7","5327","-.006",".002","-4.6","1.7","3729","0.000","-.4","50","-.010","-.004","-.013","878","-.269"
"57096","2018-10-01","Francisco Pena","28","SLN","NL","-5.2","-6.2","2347","-.011",".002","-3.9",".7","1576",".003","-1.3","11",".005","0.000","0.000","0","0.000"
"52461","2018-10-01","Welington Castillo","31","CHA","AL","-6.4","-6.5","2805","-.013",".004","-5.5","1.7","2025",".001","-.8","30","-.004",".007","0.000","533","-.164"
"45844","2018-10-01","Francisco Cervelli","32","PIT","NL","-6.5","-4.0","5825","-.006",".002","-5.8","1.9","3910",".001","-1.1","51","-.018",".002","0.000","660","-.203"
"49076","2018-10-01","Kurt Suzuki","34","ATL","NL","-6.6","-5.5","5614","-.009",".003","-7.5","2.3","3793","-.001","1.5","51",".010","0.000","0.000","521","-.160"
"56104","2018-10-01","Devin Mesoraco","30","NYN","NL","-6.7","-6.6","3535","-.012",".002","-6.2","1.0","2322","0.000","0.0","45",".014",".002","0.000","197","-.060"
"47155","2018-10-01","Drew Butera","34","KCA","AL","-6.8","-6.0","2857","-.015",".003","-6.4","1.2","1982","0.000","0.0","22",".018","-.001",".013","436","-.134"
"57191","2018-10-01","Jonathan Lucroy","32","OAK","AL","-7.3","-9.7","7161","-.003",".001","-3.7",".9","4676",".003","-3.7","85","-.005",".004","0.000","642","-.197"
"59592","2018-10-01","Tucker Barnhart","27","CIN","NL","-8.4","-10.3","7435","-.010",".002","-11.5","1.9","4954","-.003","3.6","59",".005","-.009","-.046","733","-.225"
"102593","2018-10-01","Mitch Garver","27","MIN","AL","-8.5","-8.6","5254","-.010",".002","-8.2","1.7","3668","0.000",".2","46",".013",".003","0.000","335","-.103"
"57335","2018-10-01","Salvador Perez","28","KCA","AL","-9.5","-8.1","6302","-.010",".003","-9.9","2.5","4168",".001","-.6","46","-.025","-.005","-.021","832",".228"
"47564","2018-10-01","A.J. Ellis","37","SDN","NL","-9.7","-8.9","2866","-.021",".003","-9.3","1.2","1822",".001","-.5","35","-.008",".011","0.000","0","0.000"
"103420","2018-10-01","Isiah Kiner-Falefa","23","TEX","AL","-10.9","-6.9","2193","-.030",".002","-9.9",".6","1361",".003","-1.0","22","-.001",".005","0.000","9","-.003"
"33829","2018-10-01","Robinson Chirinos","34","TEX","AL","-11.0","-10.8","6888","-.011",".003","-11.2","3.4","4583","-.001",".7","46",".026","-.007","-.034","740",".256"
"47690","2018-10-01","Nick Hundley","34","SFN","NL","-14.1","-14.0","4910","-.018",".002","-13.2","1.7","3146",".001","-.5","52",".008","-.002","-.005","372","-.114"
"66719","2018-10-01","Willson Contreras","26","CHN","NL","-15.0","-15.4","8347","-.014",".003","-17.8","3.6","5597","-.001","1.9","69","-.009","-.004","-.025","667",".566"
"66068","2018-10-01","Omar Narvaez","26","CHA","AL","-15.7","-17.6","4976","-.014",".003","-10.8","2.5","3537",".005","-4.6","63",".003",".008","0.000","377","-.116"
