"playerid","version_date","name","age","team","lg","fraa_adj","fraa","csaa_chances","csaa","csaa_sd","csaa_runs","csaa_runs_sd","epaa_chances","epaa","epaa_runs","sraa_chances","sraa","traa","traa_runs","po_chances","po_runs"
"67064","2016-10-02","Brett Nicholas","27","TEX","AL","-.5","-1.8","788","-.004",".007","-.4",".8","491",".010","-1.1","4",".022",".002","0.000","346","1.101"
"100767","2016-10-02","Bruce Maxwell","25","OAK","AL","-.5","-.6","1421","-.001",".004","-.2",".9","888","0.000","-.1","5",".042","-.002",".010","352","-.131"
"48685","2016-10-02","Manny Pina","29","MIL","NL","-.6","-.8","993","-.004",".005","-.5",".6","630",".001","-.2","17",".010",".004","0.000","538",".265"
"56734","2016-10-02","Hector Sanchez","26","CHA","AL","-.6","0.0","158","-.029",".002","-.7",".1","115","-.003",".1","3",".001","-.002",".001","94","-.035"
"42127","2016-10-02","Carlos Ruiz","37","LAN","NL","-.6","-.2","556","-.011",".003","-.9",".3","401","0.000",".1","5","0.000","0.000",".017","152","-.057"
"47564","2016-10-02","A.J. Ellis","35","PHI","NL","-.6",".2","589","-.001",".002","0.0",".2","373",".004","-.4","8",".039","0.000",".007","0","0.000"
"49752","2016-10-02","Matt McBride","31","OAK","AL","-.7","-.7","685","-.003",".005","-.3",".5","525",".002","-.2","7",".030","-.001",".003","202","-.075"
"47575","2016-10-02","Chris Gimenez","33","CLE","AL","-.7","-.7","2782","-.003",".003","-1.3","1.3","1761","-.001",".3","19",".015","0.000","0.000","1358",".425"
"58217","2016-10-02","Tim Federowicz","28","CHN","NL","-.8","-.5","459","-.004",".004","-.3",".3","296",".006","-.4","3",".027",".002","0.000","242","-.090"
"47564","2016-10-02","A.J. Ellis","35","LAN","NL","-.9","1.3","2657","-.001",".002","-.2",".7","1723",".001","-.6","29",".006","-.001",".007","0","0.000"
"55951","2016-10-02","Sandy Leon","27","BOS","AL","-1.0","-1.5","4151","-.004",".003","-2.1","1.7","2638",".001","-.5","30","-.057","-.004",".062","2054",".464"
"70407","2016-10-02","Blake Swihart","24","BOS","AL","-1.1","-.2","448","-.007",".003","-.4",".2","305",".010","-.7","3",".001",".003","0.000","0","0.000"
"40947","2016-10-02","Brayan Pena","34","SLN","NL","-1.1","-1.1","106","-.016",".003","-.2","0.0","57",".063","-.8","4",".029",".008","0.000","0","0.000"
"67016","2016-10-02","Bryan Holaday","28","BOS","AL","-1.2",".4","579","-.015",".005","-1.2",".4","424","0.000","0.0","6","0.000",".002","-.004","304","-.113"
"57335","2016-10-02","Salvador Perez","26","KCA","AL","-1.4","-1.9","8075","-.008",".002","-9.5","2.7","5425","-.002","2.9","72","-.122","-.003",".099","2020","-.454"
"56104","2016-10-02","Devin Mesoraco","28","CIN","NL","-1.6","-1.8","911","-.010",".003","-1.2",".4","605",".002","-.2","10",".008",".002","0.000","240","-.089"
"60238","2016-10-02","Dustin Garneau","28","COL","NL","-1.6","-1.8","1209","-.011",".005","-1.8",".8","765",".001","-.1","13","-.008",".001","0.000","642",".227"
"60747","2016-10-02","Christian Bethancourt","24","SDN","NL","-1.7","1.6","2385",".001",".003",".2",".9","1531",".004","-1.5","19","-.002","0.000","0.000","628","-.402"
"65906","2016-10-02","Cameron Rupp","27","PHI","NL","-1.8","-1.0","6693","-.001",".002","-1.0","1.9","4470","-.001",".6","53",".026",".004","0.000","1671","-.622"
"43258","2016-10-02","Chris Stewart","34","PIT","NL","-2.6","-2.9","1807","-.003",".003","-.8",".7","1213",".005","-1.5","11",".007","-.002",".010","494","-.184"
"56734","2016-10-02","Hector Sanchez","26","SDN","NL","-2.7","-.1","636","-.027",".002","-2.4",".2","415",".001","-.1","0","0.000","0.000",".002","300","-.112"
"57520","2016-10-02","Austin Romine","27","NYA","AL","-2.7","-3.4","2490","-.005",".002","-1.9",".7","1776","0.000","-.1","20",".042","-.004",".036","680","-.253"
"66068","2016-10-02","Omar Narvaez","24","CHA","AL","-2.9","-3.5","1859","-.004",".002","-1.0",".6","1375",".003","-.8","21",".075",".003","0.000","1539","-.108"
"60002","2016-10-02","Chris Herrmann","28","ARI","NL","-2.9","-3.1","1968","-.011",".004","-3.1","1.1","1356","0.000",".1","18","-.009",".001","0.000","0","0.000"
"60834","2016-10-02","Yan Gomes","28","CLE","AL","-3.0","-4.6","4092","-.006",".004","-3.2","2.2","2545",".001","-.3","28","-.009","0.000","0.000","957",".407"
"56298","2016-10-02","Eric Fryer","30","PIT","NL","-3.1",".1","1612","-.007",".003","-1.7",".6","1110",".006","-1.5","18",".018",".005","-.003","433",".304"
"49364","2016-10-02","Tuffy Gosewisch","32","ARI","NL","-3.1","-3.6","1727","-.009",".004","-2.1","1.1","1354",".002","-.6","14",".009","-.005",".032","1018","-.379"
"67016","2016-10-02","Bryan Holaday","28","TEX","AL","-3.2","-.4","1711","-.015",".005","-3.5","1.1","1153","-.002",".5","12","-.019","-.003",".020","928","-.346"
"42127","2016-10-02","Carlos Ruiz","37","PHI","NL","-3.6","1.7","3098","-.011",".004","-4.9","1.6","2186","-.002","1.1","24","-.031","-.005",".057","780","-.291"
"50170","2016-10-02","Steve Clevenger","30","SEA","AL","-4.2","-4.3","1225","-.025",".004","-4.4",".7","747","-.002",".3","15",".001",".001","0.000","266","-.099"
"58899","2016-10-02","Alex Avila","29","CHA","AL","-4.7","-5.7","3234","-.009",".003","-4.2","1.4","2227","0.000","0.0","29",".032",".002","0.000","833",".155"
"60649","2016-10-02","Josh Phegley","28","OAK","AL","-5.0","-4.6","1480","-.016",".006","-3.4","1.3","1030",".005","-1.1","9",".046","0.000","0.000","401","-.149"
"67084","2016-10-02","J.T. Realmuto","25","MIA","NL","-5.6","-.1","8415","-.007",".002","-8.5","2.7","5882","-.001","1.8","68","-.046","-.004",".115","2211","-.991"
"36585","2016-10-02","Ryan Hanigan","35","BOS","AL","-5.8","-4.9","2057","-.011",".004","-3.1","1.2","1509",".006","-1.9","24",".023",".010","0.000","1028","-.383"
"46537","2016-10-02","Anthony Recker","32","ATL","NL","-6.0","-6.6","1780","-.024",".003","-6.1",".7","1210","-.002",".6","31",".028",".002","0.000","892",".133"
"101226","2016-10-02","Trevor Brown","24","SFN","NL","-6.1","-6.3","2767","-.011",".004","-4.3","1.4","1712",".004","-1.4","25",".034",".007","0.000","680",".212"
"49076","2016-10-02","Kurt Suzuki","32","MIN","AL","-6.3","-6.2","6232","-.005",".003","-4.7","2.5","4245","-.002","1.6","56",".073","-.005",".104","1624","-.773"
"52461","2016-10-02","Welington Castillo","29","ARI","NL","-6.4","-8.6","6897","-.008",".002","-7.7","2.2","4891",".001","-1.5","51","-.092","-.004",".101","1892","-.239"
"33829","2016-10-02","Robinson Chirinos","32","TEX","AL","-6.5","-5.2","3062","-.017",".003","-7.4","1.3","2179","-.004","1.9","26",".003","-.004",".038","2385","-.888"
"46714","2016-10-02","Jarrod Saltalamacchia","31","DET","AL","-7.7","-8.8","4037","-.011",".002","-6.5","1.4","2654","0.000","0.0","42",".049","-.003",".036","1013",".088"
"1501","2016-10-02","A.J. Pierzynski","39","ATL","NL","-8.1","-8.8","4009","-.007",".002","-3.8","1.1","2620",".006","-3.7","49",".017",".008","0.000","0","0.000"
"56945","2016-10-02","Stephen Vogt","31","OAK","AL","-11.0","-11.3","6723","-.009",".002","-8.6","1.7","4356",".002","-1.7","61","0.000","-.001",".020","1700","-.633"
"46150","2016-10-02","Chris Iannetta","33","SEA","AL","-11.1","-12.0","5514","-.013",".003","-10.2","2.0","3709",".002","-1.4","63","-.020",".003","0.000","1440","-.406"
"55701","2016-10-02","Juan Centeno","26","MIN","AL","-12.3","-12.1","3170","-.020",".002","-8.9","1.1","2174",".005","-2.4","18",".039",".004","0.000","1680","-.626"
"47690","2016-10-02","Nick Hundley","32","COL","NL","-13.2","-12.8","5022","-.013",".002","-9.3","1.3","3485","0.000","0.0","54",".093",".002","0.000","1412","-.694"
"40216","2016-10-02","Dioner Navarro","32","CHA","AL","-14.8","-1.7","5261","-.020",".003","-14.9","1.9","3307","0.000","-.3","42",".032","-.001",".017","1269","1.222"
"59412","2016-10-02","Ramon Cabrera","26","CIN","NL","-16.5","-16.1","2883","-.035",".002","-14.4",".7","1960",".002","-.7","33",".037","0.000",".002","1570","-.585"
